Chr	Start	End	CytoBand	#Gene_name
10	93304609	93304855	q23.32	RPS27P1
10	93388199	93392811	q23.32	PPP1R3C
10	93426537	93427539	q23.32	GAPDHP28
10	93525656	93526953	q23.32	FAF2P1
10	93542596	93558048	q23.32	TNKS2-AS1
10	93558069	93625033	q23.32	TNKS2
10	93565803	93567253	q23.32	SRP9P1
10	93666346	93669240	q23.32	FGFBP3
10	93683526	93790082	q23.32	BTAF1
10	93806449	94050844	q23.32	CPEB3
10	93878421	93878921	q23.32	SDHCP2
10	93896632	93898127	q23.32	EIF4A1P8
10	93976089	93976550	q23.32	NHP2P1
10	94050920	94113721	q23.32	MARCH5
10	94178424	94180632	q23.33	MARK2P9
10	94211441	94333833	q23.33	IDE
10	94353043	94415150	q23.33	KIF11
10	94418801	94419055	q23.33	RN7SL644P
10	94428502	94429500	q23.33	EIF2S2P3
10	94447945	94455403	q23.33	HHEX
10	94590935	94819250	q23.33	EXOC6
10	94821021	94828454	q23.33	CYP26C1
10	94833232	94837647	q23.33	CYP26A1
10	94866629	94867140	q23.33	NIP7P1
10	94966614	94969384	q23.33	XRCC6P1
10	95066186	95242074	q23.33	MYOF
10	95256389	95288849	q23.33	CEP55
10	95270305	95270437	q23.33	RNA5SP323
10	95326422	95364237	q23.33	FFAR4
10	95351444	95361501	q23.33	RBP4
10	95372345	95425767	q23.33	PDE6C
10	95427640	95462329	q23.33	FRA10AC1
10	95517566	95557916	q23.33	LGI1
10	95641050	95641695	q23.33	RAB11AP1
10	95653730	95715819	q23.33	SLC35G1
10	95717948	95721297	q23.33	PIPSL
10	95753746	96092580	q23.33	PLCE1
10	95806795	95806882	q23.33	RNY4P26
10	95897505	95899257	q23.33	HDAC1P1
10	95915396	95915502	q23.33	RNU6-657P
10	96039034	96046828	q23.33	PLCE1-AS1
10	96075004	96122716	q23.33	NOC3L
10	96162261	96295687	q23.33	TBC1D12
10	96305547	96373662	q23.33	HELLS
10	96406121	96407753	q23.33	CTBP2P2
10	96443251	96495947	q23.33	CYP2C18
10	96447911	96613017	q23.33	CYP2C19
10	96533913	96534390	q23.33	MTND4P19
10	96625609	96632886	q23.33	CYP2C58P
10	96698415	96749147	q23.33	CYP2C9
10	96700010	96700878	q23.33	MTND4P20
10	96766883	96767313	q23.33	CYP2C59P
10	96769431	96769569	q23.33	CYP2C60P
10	96796530	96829254	q23.33	CYP2C8
10	96943410	96943974	q23.33	PAWRP1
10	96953957	96988685	q23.33	C10orf129
10	96997329	97050781	q24.1	PDLIM1
10	97071528	97321171	q24.1	SORBS1
10	97365696	97416463	q24.1	ALDH18A1
10	97423158	97453900	q24.1	TCTN3
10	97423158	97453900	q24.1	TCTN3
10	97471536	97637023	q24.1	ENTPD1
10	97512963	97849995	q24.1	ENTPD1-AS1
10	97667360	97698480	q24.1	C10orf131
10	97733786	97792441	q24.1	CC2D2B
10	97803151	97820627	q24.1	CCNJ
10	97824072	97824156	q24.1	MIR3157
10	97872504	97872608	q24.1	RNU6-271P
10	97889472	97965044	q24.1	ZNF518A
10	97889472	97965046	q24.1	ZNF518A
10	97949122	97949975	q24.1	NPM1P25
10	97951458	98031344	q24.1	BLNK
10	97951459	98031303	q24.1	BLNK
10	98064085	98098321	q24.1	DNTT
10	98102973	98119092	q24.1	OPALIN
10	98124363	98273675	q24.1	TLL2
10	98277866	98347209	q24.1	TM9SF3
10	98319942	98320679	q24.1	NPM1P26
10	98353069	98480271	q24.1	PIK3AP1
10	98379133	98379240	q24.1	RNA5SP324
10	98502924	98503030	q24.1	RNU6-1274P
10	98510045	98510675	q24.1	RPL13AP5
10	98588426	98588521	q24.1	MIR607
10	98592017	98740800	q24.1	LCOR
10	98675390	98675659	q24.1	HMGN2P35
10	98741041	98745582	q24.1	C10orf12
10	98757795	98945677	q24.1	SLIT1
10	98757795	99052413	q24.1	ARHGAP19-SLIT1
10	98978996	99052413	q24.1	ARHGAP19
10	99079022	99081672	q24.1	FRAT1
10	99092255	99094458	q24.1	FRAT2
10	99116115	99161127	q24.1	RRP12
10	99185917	99193198	q24.1	PGAM1
10	99195899	99205774	q24.1	EXOSC1
10	99205927	99217127	q24.1	ZDHHC16
10	99218081	99258551	q24.1	MMS19
10	99258625	99330966	q24.1	UBTD1
10	99332198	99343641	q24.2	ANKRD2
10	99344080	99372559	q24.2	HOGA1
10	99344131	99436191	q24.2	PI4K2A
10	99349450	99350690	q24.2	C10orf62
10	99374310	99393344	q24.2	MORN4
10	99437181	99447080	q24.2	AVPI1
10	99472930	99477907	q24.2	MARVELD1
10	99496878	99520664	q24.2	ZFYVE27
10	99526508	99531709	q24.2	SFRP5
10	99588235	99609555	q24.2	LINC00866
10	99609996	99631337	q24.2	GOLGA7B
10	99624757	99790585	q24.2	CRTAC1
10	99894387	100004654	q24.2	R3HCC1L
10	100007447	100028007	q24.2	LOXL4
10	100143322	100174941	q24.2	PYROXD2
10	100154975	100155064	q24.2	MIR1287
10	100175955	100206684	q24.2	HPS1
10	100191049	100191117	q24.2	MIR4685
10	100218875	100995619	q24.2	HPSE2
10	100772860	100773709	q24.2	ARL5AP2
10	100807396	100808076	q24.2	RPL7P36
10	101088856	101154087	q24.2	CNNM1
10	101156627	101190381	q24.2	GOT1
10	101292690	101296278	q24.2	NKX2-3
10	101370282	101380366	q24.2	SLC25A28
10	101419263	101465997	q24.2	ENTPD7
10	101457164	101457706	q24.2	EBAG9P1
10	101462315	101515891	q24.2	CUTC
10	101471601	101491857	q24.2	COX15
10	101471601	101491857	q24.2	COX15
10	101542489	101611949	q24.2	ABCC2
10	101548321	101549167	q24.2	NANOGP6
10	101635334	101769676	q24.2	DNMBP
10	101686767	101718138	q24.2	DNMBP-AS1
10	101801950	101841634	q24.2	CPN1
10	101874174	101874980	q24.2	TPM4P1
10	101909851	101948091	q24.31	ERLIN1
10	101948055	101989376	q24.31	CHUK
10	101992055	102027437	q24.31	CWF19L1
10	101996913	101997059	q24.31	SNORA12
10	102008028	102008852	q24.31	PHBP9
10	102018328	102018434	q24.31	RNU6-422P
10	102033713	102046469	q24.31	BLOC1S2
10	102047903	102090243	q24.31	PKD2L1
10	102106881	102124591	q24.31	SCD
10	102133372	102143125	q24.31	LINC00263
10	102222798	102243501	q24.31	WNT8B
10	102246399	102289628	q24.31	SEC31B
10	102267203	102289757	q24.31	NDUFB8
10	102288829	102319755	q24.31	HIF1AN
10	102495360	102589698	q24.31	PAX2
10	102672326	102724893	q24.31	FAM178A
10	102729215	102747272	q24.31	MRPL43
10	102729275	102745628	q24.31	SEMA4G
10	102734742	102734841	q24.31	MIR608
10	102747124	102754158	q24.31	C10orf2
10	102747124	102754158	q24.31	C10orf2
10	102747124	102754158	q24.31	C10orf2
10	102756375	102767593	q24.31	LZTS2
10	102767440	102790890	q24.31	PDZD7
10	102790991	102800998	q24.31	SFXN3
10	102821598	102827888	q24.31	KAZALD1
10	102849078	102890883	q24.31	TLX1NB
10	102889257	102897545	q24.31	TLX1
10	102986733	102989551	q24.31	LBX1
10	102989351	103029905	q24.31	LBX1-AS1
10	103067286	103067475	q24.32	RNU2-43P
10	103113820	103317078	q24.32	BTRC
10	103124602	103124792	q24.32	RNU2-59P
10	103330317	103369425	q24.32	DPCD
10	103338639	103348027	q24.32	POLL
10	103361174	103361254	q24.32	MIR3158-1
10	103361174	103361254	q24.32	MIR3158-2
10	103370423	103455052	q24.32	FBXW4
10	103382616	103382722	q24.32	RNU6-1165P
10	103529899	103535854	q24.32	FGF8
10	103541082	103543170	q24.32	NPM3
10	103544200	103578696	q24.32	MGEA5
10	103578835	103588536	q24.32	KCNIP2-AS1
10	103585731	103603677	q24.32	KCNIP2
10	103605356	103815950	q24.32	C10orf76
10	103825147	103827792	q24.32	HPS6
10	103867317	103880210	q24.32	LDB1
10	103892787	103910082	q24.32	PPRC1
10	103911933	103923627	q24.32	NOLC1
10	103986085	103989346	q24.32	ELOVL3
10	103989943	104001231	q24.32	PITX3
10	103989943	104001231	q24.32	PITX3
10	104005289	104142656	q24.32	GBF1
10	104153867	104162281	q24.32	NFKB2
10	104162376	104181296	q24.32	PSD
10	104178946	104182893	q24.32	FBXL15
10	104183002	104192418	q24.32	CUEDC2
10	104196269	104196341	q24.32	MIR146B
10	104209594	104211300	q24.32	C10orf95
10	104221149	104236802	q24.32	TMEM180
10	104238986	104262482	q24.32	ACTR1A
10	104263744	104393292	q24.32	SUFU
10	104285722	104286001	q24.32	RN7SL21P
10	104351281	104351387	q24.32	RNU6-43P
10	104404253	104418164	q24.32	TRIM8
10	104433488	104474164	q24.32	ARL3
10	104474295	104503249	q24.32	SFXN2
10	104503727	104576021	q24.32	WBP1L
10	104563686	104563788	q24.32	RNU6-1231P
10	104590288	104597290	q24.32	CYP17A1
10	104592478	104594273	q24.32	CYP17A1-AS1
10	104597768	104605230	q24.32	PFN1P11
10	104605352	104605707	q24.32	PTGES3P4
10	104613980	104624718	q24.32	C10orf32
10	104614029	104661656	q24.32	C10orf32-ASMT
10	104628178	104628276	q24.32	RNU6-372P
10	104629273	104661656	q24.32	AS3MT
10	104678050	104849978	q24.32	CNNM2
10	104845940	104953056	q24.33	NT5C2
10	104935311	104935851	q24.33	MARCKSL1P1
10	104975466	104976557	q24.33	ST13P13
10	105005644	105007773	q24.33	RPEL1
10	105036920	105050108	q24.33	INA
10	105062553	105110891	q24.33	PCGF6
10	105072193	105072325	q24.33	RNU11-3P
10	105127724	105148822	q24.33	TAF5
10	105148798	105156223	q24.33	USMG5
10	105154010	105154158	q24.33	MIR1307
10	105156405	105206049	q24.33	PDCD11
10	105206543	105212660	q24.33	CALHM2
10	105213144	105218645	q24.33	CALHM1
10	105232561	105238997	q24.33	CALHM3
10	105253736	105352309	q24.33	NEURL1
10	105348285	105615301	q24.33	SH3PXD2A
10	105642300	105677963	q24.33	OBFC1
10	105726959	105788991	q24.33	SLK
10	105734277	105734572	q24.33	RN7SL524P
10	105791044	105845760	q25.1	COL17A1
10	105807847	105807944	q25.1	MIR936
10	105881816	105886143	q25.1	SFR1
10	105889646	105992120	q25.1	WDR96
10	105978547	105978641	q25.1	MIR609
10	105995114	106027217	q25.1	GSTO1
10	106028080	106028177	q25.1	MIR4482-1
10	106028631	106064703	q25.1	GSTO2
10	106071894	106098162	q25.1	ITPRIP
10	106111349	106113333	q25.1	CCDC147-AS1
10	106113522	106214848	q25.1	CCDC147
10	106400859	107024993	q25.1	SORCS3
10	106424366	106425958	q25.1	SORCS3-AS1
10	107294417	107294523	q25.1	RNU6-463P
10	107446080	107446809	q25.1	YWHAZP5
10	108333421	108924292	q25.1	SORCS1
10	108729779	108729908	q25.1	RNA5SP325
10	109221318	109221427	q25.1	RNA5SP326
10	110055857	110056290	q25.1	PTGES3P5
10	110607944	110609319	q25.1	MAPKAPK5P1
10	110700727	110701068	q25.1	RN7SKP278
10	110944651	110944765	q25.1	RNU5B-6P
10	110999397	110999504	q25.1	RNU6-839P
10	111287877	111288766	q25.1	PHB2P1
10	111294413	111294748	q25.1	BTF3P15
10	111624524	111683311	q25.1	XPNPEP1
10	111756126	111895323	q25.1	ADD3
10	111764012	111764315	q25.1	RN7SL450P
10	111898972	111899184	q25.1	SNRPGP12
10	111967363	112047123	q25.2	MXI1
10	112050488	112064709	q25.2	SMNDC1
10	112210387	112210998	q25.2	HMGB3P5
10	112257596	112271302	q25.2	DUSP5
10	112309873	112310612	q25.2	RPL7P35
10	112327449	112364394	q25.2	SMC3
10	112393589	112393883	q25.2	RN7SL686P
10	112404155	112599227	q25.2	RBM20
10	112516214	112516481	q25.2	RN7SKP288
10	112520900	112521000	q25.2	RNA5SP327
10	112629626	112631991	q25.2	PDCD4-AS1
10	112631565	112659764	q25.2	PDCD4
10	112657848	112657913	q25.2	MIR4680
10	112658488	112679032	q25.2	BBIP1
10	112679301	112773425	q25.2	SHOC2
10	112696380	112696991	q25.2	RPL13AP6
10	112748684	112748771	q25.2	MIR548E
10	112836790	112840658	q25.2	ADRA2A
10	113082536	113083155	q25.2	BTBD7P2
10	113909624	113975135	q25.2	GPAM
10	114043493	114064793	q25.2	TECTB
10	114067939	114116332	q25.2	GUCY2GP
10	114133776	114188138	q25.2	ACSL5
10	114190058	114206672	q25.2	ZDHHC6
10	114206756	114578503	q25.2	VTI1A
10	114393929	114394013	q25.2	MIR4295
10	114710009	114927437	q25.2	TCF7L2
10	115113184	115113243	q25.3	RNU7-165P
10	115310596	115349361	q25.3	HABP2
10	115348475	115423886	q25.3	NRAP
10	115438942	115490662	q25.3	CASP7
10	115511213	115543188	q25.3	PLEKHS1
10	115594488	115614142	q25.3	DCLRE1A
10	115614420	115676953	q25.3	NHLRC2
10	115803806	115806667	q25.3	ADRB1
10	115871173	115871276	q25.3	RNU6-709P
10	115876906	115877310	q25.3	UBE2V1P5
10	115880621	115933979	q25.3	C10orf118
10	115933864	115933938	q25.3	MIR2110
10	115939029	115992063	q25.3	TDRD1
10	115999018	116051272	q25.3	VWA2
10	116054583	116164515	q25.3	AFAP1L2
10	116183531	116183826	q25.3	RN7SL384P
10	116190872	116444762	q25.3	ABLIM1
10	116449902	116450393	q25.3	PPIAP19
10	116569134	116570929	q25.3	TAF9BP2
10	116581503	116659591	q25.3	FAM160B1
10	116697952	116737430	q25.3	TRUB1
10	116729219	116729327	q25.3	RNU6-1121P
10	116853124	117708503	q25.3	ATRNL1
10	117816444	118032979	q25.3	GFRA1
10	118083940	118139541	q25.3	CCDC172
10	118168768	118168987	q25.3	SNRPGP6
10	118187379	118237469	q25.3	PNLIPRP3
10	118198980	118199556	q25.3	HMGB3P8
10	118297695	118297788	q25.3	RNU6-1090P
10	118305443	118327367	q25.3	PNLIP
10	118336820	118342829	q25.3	PNLIPP1
10	118349897	118368687	q25.3	PNLIPRP1
10	118349897	118368687	q25.3	PNLIPRP1
10	118380352	118404649	q25.3	PNLIPRP2
10	118380465	118404654	q25.3	PNLIPRP2
10	118423207	118429775	q25.3	C10orf82
10	118423208	118429776	q25.3	C10orf82
10	118430703	118502085	q25.3	HSPA12A
10	118430705	118502086	q25.3	HSPA12A
10	118509416	118510772	q25.3	RPL5P27
10	118609023	118671299	q25.3	ENO4
10	118643742	118886097	q25.3	KIAA1598
10	118888032	118897812	q25.3	VAX1
10	118927189	118927285	q25.3	MIR3663
10	118957000	118969810	q25.3	KCNK18
10	119000604	119038941	q25.3	SLC18A2
10	119040000	119134978	q26.11	PDZD8
10	119232726	119304579	q26.11	EMX2OS
10	119301955	119309056	q26.11	EMX2
10	119764427	119806114	q26.11	RAB11FIP2
10	119805790	119969663	q26.11	CASC2
10	120065401	120101840	q26.11	FAM204A
10	120116620	120124615	q26.11	LINC00867
10	120332383	120333132	q26.11	SLC25A18P1
10	120352916	120355160	q26.11	PRLHR
10	120403272	120403710	q26.11	TOMM22P5
10	120433679	120514761	q26.11	CACUL1
10	120692186	120692807	q26.11	LDHAP5
10	120789228	120793854	q26.11	NANOS1
10	120794356	120840316	q26.11	EIF3A
10	120819523	120819650	q26.11	SNORA19
10	120863598	120897496	q26.11	FAM45A
10	120900279	120925179	q26.11	SFXN4
10	120927215	120938345	q26.11	PRDX3
10	120967101	121215131	q26.11	GRK5
10	120968043	120971272	q26.11	GRK5-IT1
10	120972369	120972656	q26.11	RN7SL749P
10	121137484	121137555	q26.11	MIR4681
10	121259340	121302220	q26.11	RGS10
10	121334199	121356541	q26.11	TIAL1
10	121380580	121381392	q26.11	RAD1P1
10	121410882	121437331	q26.11	BAG3
10	121410882	121437331	q26.11	BAG3
10	121442639	121443335	q26.11	TXNP1
10	121485609	121588652	q26.11	INPP5F
10	121527759	121528052	q26.11	RN7SL846P
10	121574741	121576154	q26.11	PHACTR2P1
10	121588972	121652068	q26.11	MCMBP
10	121652223	121702014	q26.11	SEC23IP
10	121718025	121718104	q26.12	MIR4682
10	121756598	121757221	q26.12	NACAP2
10	122216466	122349367	q26.12	PPAPDC1A
10	122357721	122359629	q26.12	C10orf85
10	122521324	122610721	q26.12	WDR11-AS1
10	122610687	122669036	q26.12	WDR11
10	122938214	122945480	q26.12	LINC01153
10	123170430	123170714	q26.13	RN7SKP167
10	123237848	123357972	q26.13	FGFR2
10	123237848	123357972	q26.13	FGFR2
10	123237848	123357972	q26.13	FGFR2
10	123237848	123357972	q26.13	FGFR2
10	123237848	123357972	q26.13	FGFR2
10	123237848	123357972	q26.13	FGFR2
10	123237848	123357972	q26.13	FGFR2
10	123237848	123357972	q26.13	FGFR2
10	123237848	123357972	q26.13	FGFR2
10	123473121	123473508	q26.13	RPS15AP5
10	123499939	123688316	q26.13	ATE1
10	123687827	123711480	q26.13	ATE1-AS1
10	123716603	123734732	q26.13	NSMCE4A
10	123748689	124014060	q26.13	TACC2
10	124030821	124097677	q26.13	BTBD16
10	124105205	124105308	q26.13	RNU6-728P
10	124134212	124191867	q26.13	PLEKHA1
10	124176481	124176583	q26.13	MIR3941
10	124214169	124216868	q26.13	ARMS2
10	124221041	124274424	q26.13	HTRA1
10	124221041	124274424	q26.13	HTRA1
10	124320181	124403252	q26.13	DMBT1
10	124457225	124459338	q26.13	C10orf120
10	124516210	124558696	q26.13	DMBT1P1
10	124591665	124639146	q26.13	CUZD1
10	124608594	124639157	q26.13	FAM24B
10	124670217	124672627	q26.13	FAM24A
10	124690419	124713919	q26.13	C10orf88
10	124713897	124757029	q26.13	PSTK
10	124750322	124768333	q26.13	IKZF5
10	124768495	124817827	q26.13	ACADSB
10	124895478	124897257	q26.13	HMX3
10	124907638	124910188	q26.13	HMX2
10	124913793	124924886	q26.13	BUB3
10	125425871	125454123	q26.13	GPR26
10	125465723	125699783	q26.13	CPXM2
10	125751426	125752185	q26.13	YBX2P1
10	125767184	125853206	q26.13	CHST15
10	126085872	126107545	q26.13	OAT
10	126135592	126138753	q26.13	NKX1-2
10	126150403	126306457	q26.13	LHPP
10	126178392	126179147	q26.13	RPS10P18
10	126307861	126432838	q26.13	FAM53B
10	126392194	126402786	q26.13	FAM53B-AS1
10	126436718	126480439	q26.13	METTL10
10	126490354	126525239	q26.13	FAM175B
10	126556079	126556895	q26.13	NPM1P31
10	126630692	126676758	q26.13	ZRANB1
10	126676421	126849739	q26.13	CTBP2
10	126721352	126721439	q26.13	MIR4296
10	126855246	126855506	q26.13	MRPS21P6
10	127162255	127162501	q26.13	RPS27P18
10	127262940	127267014	q26.13	TEX36-AS1
10	127265091	127371713	q26.13	TEX36
10	127355444	127356519	q26.13	ALDOAP2
10	127408084	127452712	q26.13	EDRF1
10	127433296	127440679	q26.13	EDRF1-AS1
10	127455022	127464390	q26.13	MMP21
10	127477146	127511817	q26.2	UROS
10	127508309	127508391	q26.2	MIR4484
10	127512115	127542264	q26.2	BCCIP
10	127524906	127585005	q26.2	DHX32
10	127579135	127579247	q26.2	RNU2-42P
10	127585108	127698161	q26.2	FANK1
10	127648777	127648975	q26.2	GNG10P1
10	127660757	127661695	q26.2	FANK1-AS1
10	127700950	128077024	q26.2	ADAM12
10	127834043	127834151	q26.2	RNA5SP328
10	128102438	128110448	q26.2	LINC00601
10	128113566	128359079	q26.2	C10orf90
10	128593978	129250781	q26.2	DOCK1
10	128933694	128994422	q26.2	FAM196A
10	129347613	129350935	q26.2	NPS
10	129535499	129539450	q26.2	FOXI2
10	129666145	129666751	q26.2	BUB1P1
10	129676105	129691211	q26.2	CLRN3
10	129705325	129884119	q26.2	PTPRE
10	129894923	129924649	q26.2	MKI67
10	131265448	131566271	q26.3	MGMT
10	131633547	131762105	q26.3	EBF3
10	131641563	131641638	q26.3	MIR4297
10	131864638	131909081	q26.3	LINC00959
10	131904273	131907095	q26.3	CTAGE7P
10	131930034	131930505	q26.3	PPIAP32
10	131934663	131982785	q26.3	GLRX3
10	132760851	132760931	q26.3	MIR378C
10	132890654	133109984	q26.3	TCERG1L
10	132893481	132894040	q26.3	TCERG1L-AS1
10	133747955	133773331	q26.3	PPP2R2D
10	133781578	133795435	q26.3	BNIP3
10	133787054	133812430	q26.3	PPP2R2D
10	133918175	133998313	q26.3	JAKMIP3
10	134000404	134019280	q26.3	DPYSL4
10	134020996	134145351	q26.3	STK32C
10	134145614	134195010	q26.3	LRRC27
10	134210672	134231367	q26.3	PWWP2B
10	134257831	134262912	q26.3	C10orf91
10	134334331	134335953	q26.3	LINC01165
10	134351324	134596979	q26.3	INPP5A
10	134598297	134599556	q26.3	NKX6-2
10	134621896	134756327	q26.3	TTC40
10	134757471	134778793	q26.3	LINC01166
10	134774844	134775741	q26.3	LINC01167
10	134779038	134789858	q26.3	LINC01168
10	134884433	134945179	q26.3	GPR123
10	134898748	134900201	q26.3	GPR123-AS1
10	134958116	134958808	q26.3	RPL5P28
10	134973951	135039916	q26.3	KNDC1
10	135043778	135045062	q26.3	UTF1
10	135050908	135055433	q26.3	VENTX
10	135059982	135061395	q26.3	MIR202HG
10	135075907	135090372	q26.3	ADAM8
10	135093135	135125841	q26.3	TUBGCP2
10	135121979	135166033	q26.3	ZNF511
10	135138927	135150475	q26.3	CALY
10	135158147	135158410	q26.3	BANF1P2
10	135160650	135166187	q26.3	PRAP1
10	135168658	135171529	q26.3	FUOM
10	135175984	135187193	q26.3	ECHS1
10	135185060	135185167	q26.3	MIR3944
10	135192695	135205198	q26.3	PAOX
10	135207598	135234811	q26.3	MTG1
10	135234170	135382916	q26.3	SPRN
10	135243898	135244822	q26.3	OR6L2P
10	135294742	135295274	q26.3	OR7M1P
10	135333910	135374724	q26.3	CYP2E1
10	135367404	135382876	q26.3	SYCE1
10	135388626	135389535	q26.3	OR6L1P
10	135437399	135440299	q26.3	FRG2B
10	135450912	135451396	q26.3	RARRES2P2
10	135455590	135456398	q26.3	AGGF1P2
10	135470739	135474139	q26.3	CLUHP5
10	135480654	135481921	q26.3	DUX4L10
10	135483662	135488584	q26.3	DUX4L11
10	135487297	135488539	q26.3	DUX4L12
10	135490272	135495193	q26.3	DUX4L13
10	135493906	135495148	q26.3	DUX4L14
10	135496888	135498492	q26.3	DUX4L15
10	135515571	135516024	q26.3	RPL23AP60
11	86649	87586	p15.5	OR4F2P
11	123312	126123	p15.5	CICP23
11	127115	139612	p15.5	LINC01001
11	152999	153102	p15.5	RNU6-447P
11	167784	207428	p15.5	BET1L
11	193080	194573	p15.5	SCGB1C1
11	196738	200261	p15.5	ODF3
11	207511	215113	p15.5	RIC8A
11	215458	236931	p15.5	SIRT3
11	236546	252983	p15.5	PSMD13
11	278365	285359	p15.5	NLRP6
11	289135	296107	p15.5	ATHL1
11	298200	299526	p15.5	IFITM5
11	307631	315272	p15.5	IFITM2
11	313506	315272	p15.5	IFITM1
11	319669	327537	p15.5	IFITM3
11	369796	382116	p15.5	B4GALNT4
11	392614	404908	p15.5	PKP3
11	405716	417455	p15.5	SIGIRR
11	417933	442011	p15.5	ANO9
11	440406	440693	p15.5	RN7SL838P
11	448268	491393	p15.5	PTDSS2
11	494512	507300	p15.5	RNH1
11	532242	537287	p15.5	HRAS
11	532242	537287	p15.5	HRAS
11	532242	537287	p15.5	HRAS
11	532242	537287	p15.5	HRAS
11	537527	554916	p15.5	LRRC56
11	554855	560779	p15.5	C11orf35
11	560404	564021	p15.5	RASSF7
11	565660	568457	p15.5	MIR210HG
11	568089	568198	p15.5	MIR210
11	576486	612222	p15.5	PHRF1
11	612553	615999	p15.5	IRF7
11	616565	626078	p15.5	CDHR5
11	626431	627143	p15.5	SCT
11	637293	640706	p15.5	DRD4
11	644233	706715	p15.5	DEAF1
11	694438	727727	p15.5	EPS8L2
11	695428	705028	p15.5	TMEM80
11	747329	765024	p15.5	TALDO1
11	767220	777488	p15.5	PDDC1
11	787104	790123	p15.5	CEND1
11	790475	798316	p15.5	SLC25A22
11	799179	809753	p15.5	PIDD
11	809647	812880	p15.5	RPLP2
11	811681	811814	p15.5	SNORA52
11	818902	825573	p15.5	PNPLA2
11	826144	831991	p15.5	EFCAB4A
11	832843	839831	p15.5	CD151
11	832843	839831	p15.5	CD151
11	837356	842545	p15.5	POLR2L
11	842808	867116	p15.5	TSPAN4
11	867357	915058	p15.5	CHID1
11	924894	1012239	p15.5	AP2A2
11	948421	948524	p15.5	RNU6-1025P
11	1012821	1036706	p15.5	MUC6
11	1074875	1104419	p15.5	MUC2
11	1151580	1222364	p15.5	MUC5AC
11	1244296	1283406	p15.5	MUC5B
11	1295601	1330884	p15.5	TOLLIP
11	1330999	1331937	p15.5	TOLLIP-AS1
11	1411129	1483919	p15.5	BRSK2
11	1490687	1522477	p15.5	MOB2
11	1575274	1593150	p15.5	DUSP8
11	1592583	1620414	p15.5	KRTAP5-AS1
11	1605572	1606513	p15.5	KRTAP5-1
11	1618409	1619524	p15.5	KRTAP5-2
11	1628795	1629693	p15.5	KRTAP5-3
11	1642188	1643368	p15.5	KRTAP5-4
11	1651033	1652160	p15.5	KRTAP5-5
11	1686827	1689086	p15.5	FAM99A
11	1704499	1706859	p15.5	FAM99B
11	1718425	1718985	p15.5	KRTAP5-6
11	1753640	1771821	p15.5	IFITM10
11	1773982	1785222	p15.5	CTSD
11	1813783	1814100	p15.5	RPL36AP39
11	1848709	1858751	p15.5	SYT8
11	1860219	1862910	p15.5	TNNI2
11	1874200	1913497	p15.5	LSP1
11	1880694	1880766	p15.5	MIR4298
11	1910375	1912084	p15.5	C11orf89
11	1923877	1929145	p15.5	LINC01150
11	1940792	1959936	p15.5	TNNT3
11	1968508	2005752	p15.5	MRPL23
11	2004467	2011150	p15.5	MRPL23-AS1
11	2016406	2022700	p15.5	H19
11	2150342	2170833	p15.5	IGF2
11	2153768	2182439	p15.5	INS-IGF2
11	2155364	2155439	p15.5	MIR483
11	2161731	2169894	p15.5	IGF2-AS
11	2181009	2182571	p15.5	INS
11	2181009	2182571	p15.5	INS
11	2181009	2182571	p15.5	INS
11	2181009	2182571	p15.5	INS
11	2185159	2193107	p15.5	TH
11	2194293	2194368	p15.5	MIR4686
11	2289725	2292182	p15.5	ASCL2
11	2316875	2324279	p15.5	C11orf21
11	2323227	2339430	p15.5	TSPAN32
11	2342948	2343057	p15.5	RNU6-878P
11	2349979	2399222	p15.5	CD81-AS1
11	2356362	2357006	p15.5	RPL26P30
11	2397407	2418649	p15.5	CD81
11	2421718	2425106	p15.5	TSSC4
11	2425745	2444275	p15.5	TRPM5
11	2465914	2870339	p15.5	KCNQ1
11	2465914	2870339	p15.5	KCNQ1
11	2465914	2870339	p15.5	KCNQ1
11	2465914	2870339	p15.5	KCNQ1
11	2629558	2721224	p15.5	KCNQ1OT1
11	2792586	2792807	p15.5	COX6CP18
11	2861365	2882798	p15.4	KCNQ1-AS1
11	2891263	2893335	p15.4	KCNQ1DN
11	2904443	2907111	p15.4	CDKN1C
11	2904443	2907111	p15.4	CDKN1C
11	2909010	2924970	p15.4	SLC22A18AS
11	2920951	2946476	p15.4	SLC22A18
11	2920951	2946476	p15.4	SLC22A18
11	2920951	2946476	p15.4	SLC22A18
11	2949503	2950685	p15.4	PHLDA2
11	2965667	3013607	p15.4	NAP1L4
11	2985001	2985123	p15.4	SNORA54
11	3022152	3078843	p15.4	CARS
11	3050624	3062490	p15.4	CARS-AS1
11	3069589	3069751	p15.4	RNU1-91P
11	3108346	3187969	p15.4	OSBPL5
11	3239174	3240043	p15.4	MRGPRG
11	3239562	3244361	p15.4	MRGPRG-AS1
11	3248928	3253616	p15.4	MRGPRE
11	3297275	3297620	p15.4	NDUFA5P8
11	3343092	3343432	p15.4	NDUFA5P1
11	3360491	3400448	p15.4	ZNF195
11	3402191	3430208	p15.4	TSSC2
11	3412010	3412982	p15.4	OR7E12P
11	3431582	3443726	p15.4	FAM86GP
11	3570975	3571749	p15.4	RPS3AP39
11	3580887	3581252	p15.4	RPS24P14
11	3620825	3621936	p15.4	OR7E117P
11	3631131	3658789	p15.4	TRPC2
