#Chromosome	Start	Stop	RegionID	SU4751	StdDevCoverage	StdDev/Mean
chr2	179323227	179323404	DFNB59:NM_001042702-5,2	521,9	64,2	0,12
chr2	179324992	179325208	DFNB59:NM_001042702-6	551,8	70,2	0,13
chr2	179325627	179326198	DFNB59:NM_001042702-7	548,0	82,1	0,15
chr2	182401326	182402618	CERKL:NM_001030311-14,1	533,2	60,3	0,11
chr2	182402656	182402739	CERKL:NM_001030311-14,2	305,8	26,7	0,09
chr2	182402806	182403056	CERKL:NM_001030311-14,3	505,1	66,9	0,13
chr2	182403741	182404064	CERKL:NM_001030311-13	512,0	68,6	0,13
chr2	182409346	182409603	CERKL:NM_001030311-12	486,5	59,3	0,12
chr2	182412261	182412588	CERKL:NM_001030311-11;CERKL:NM_001030311-10	521,2	95,6	0,18
chr2	182413201	182413659	CERKL:NM_001030311-9;CERKL:NM_001030311-8	546,1	81,9	0,15
chr2	182414276	182414491	CERKL:NM_001030311-7	554,8	62,9	0,11
chr2	182423221	182423497	CERKL:NM_001030311-6	506,4	44,2	0,09
chr2	182430086	182430322	CERKL:NM_001030311-5	491,5	95,4	0,19
chr2	182430711	182430852	CERKL:NM_001030311-4	460,8	58,7	0,13
chr2	182438396	182438670	CERKL:NM_001030311-3	586,3	60,7	0,10
chr2	182468491	182468830	CERKL:NM_001030311-2	533,5	70,3	0,13
chr2	182521411	182521907	CERKL:NM_001030311-1	264,5	97,8	0,37
chr2	234216235	234216753	SAG:NM_000541-1	548,8	55,2	0,10
chr2	234217730	234217971	SAG:NM_000541-2	499,2	60,5	0,12
chr2	234224650	234224850	SAG:NM_000541-3	527,3	38,3	0,07
chr2	234227315	234227531	SAG:NM_000541-4	487,5	98,6	0,20
chr2	234229220	234229530	SAG:NM_000541-5	529,8	71,9	0,14
chr2	234231520	234231719	SAG:NM_000541-6	532,4	81,2	0,15
chr2	234235685	234235905	SAG:NM_000541-7	426,7	66,6	0,16
chr2	234237040	234237320	SAG:NM_000541-8	504,6	47,8	0,09
chr2	234238055	234238309	SAG:NM_000541-9	551,2	73,8	0,13
chr2	234240205	234240427	SAG:NM_000541-10	542,2	55,2	0,10
chr2	234243525	234243818	SAG:NM_000541-11	551,5	54,6	0,10
chr2	234247250	234247462	SAG:NM_000541-12	570,3	62,9	0,11
chr2	234249020	234249208	SAG:NM_000541-13	497,1	45,8	0,09
chr2	234250835	234251058	SAG:NM_000541-14	471,5	81,9	0,17
chr2	234255005	234255147	SAG:NM_000541-15	475,9	36,5	0,08
chr2	234255370	234255772	SAG:NM_000541-16	562,2	50,4	0,09
chr3	46742746	46743129	TMIE:NM_147196-1	189,7	72,4	0,38
chr3	46747196	46747483	TMIE:NM_147196-2	412,5	52,0	0,13
chr3	46750541	46750858	TMIE:NM_147196-3	510,9	90,8	0,18
chr3	46750986	46751061	TMIE:NM_147196-4,1	456,4	42,4	0,09
chr3	46751091	46752495	TMIE:NM_147196-4,2	534,8	37,7	0,07
chr3	100941305	100942169	IMPG2:NM_016247-19,1	569,7	55,9	0,10
chr3	100942220	100942564	IMPG2:NM_016247-19,2	575,1	39,5	0,07
chr3	100942580	100942711	IMPG2:NM_016247-19,3	491,1	87,2	0,18
chr3	100942985	100944247	IMPG2:NM_016247-19,4	592,7	50,1	0,08
chr3	100944285	100944432	IMPG2:NM_016247-19,5	491,8	30,3	0,06
chr3	100944435	100945071	IMPG2:NM_016247-19,6	511,6	41,3	0,08
chr3	100945120	100945287	IMPG2:NM_016247-19,7	486,0	77,7	0,16
chr3	100945300	100945892	IMPG2:NM_016247-19,8	535,3	36,2	0,07
chr3	100947565	100947803	IMPG2:NM_016247-18	477,2	56,1	0,12
chr3	100948150	100948500	IMPG2:NM_016247-17	470,7	129,4	0,27
chr3	100949720	100950079	IMPG2:NM_016247-16	513,9	59,9	0,12
chr3	100951550	100951889	IMPG2:NM_016247-15	462,3	66,1	0,14
chr3	100961455	100961806	IMPG2:NM_016247-14	486,9	57,9	0,12
chr3	100962295	100963693	IMPG2:NM_016247-13	565,6	59,1	0,10
chr3	100964575	100965032	IMPG2:NM_016247-12	530,1	78,0	0,15
chr3	100972455	100972712	IMPG2:NM_016247-11	539,4	70,4	0,13
chr3	100976300	100976681	IMPG2:NM_016247-10	559,4	91,8	0,16
chr3	100986280	100986381	IMPG2:NM_016247-9,1	467,1	26,1	0,06
chr3	100986390	100986466	IMPG2:NM_016247-9,2	430,5	32,3	0,08
chr3	100988280	100988448	IMPG2:NM_016247-8	510,1	56,8	0,11
chr3	100992340	100992410	IMPG2:NM_016247-7,1	463,5	46,1	0,10
chr3	100992415	100992622	IMPG2:NM_016247-7,2	519,4	51,2	0,10
chr3	100994435	100994676	IMPG2:NM_016247-6	531,2	78,3	0,15
chr3	100995465	100995639	IMPG2:NM_016247-5	461,6	37,0	0,08
chr3	101010250	101010413	IMPG2:NM_016247-4	496,8	62,0	0,12
chr3	101022915	101023232	IMPG2:NM_016247-3	506,5	19,1	0,04
chr3	101038355	101038735	IMPG2:NM_016247-2	548,9	68,8	0,13
chr3	101039050	101039483	IMPG2:NM_016247-1	546,6	70,4	0,13
chr3	121706090	121706749	ILDR1:NM_001199799-8,1	575,1	51,6	0,09
chr3	121707030	121707282	ILDR1:NM_001199799-8,2	457,7	75,4	0,16
chr3	121711915	121712909	ILDR1:NM_001199799-7	504,0	59,9	0,12
chr3	121712955	121713237	ILDR1:NM_001199799-6	522,0	43,3	0,08
chr3	121720070	121720387	ILDR1:NM_001199799-5	389,0	77,0	0,20
chr3	121720520	121720797	ILDR1:NM_001199799-4	440,7	41,4	0,09
chr3	121724015	121724324	ILDR1:NM_001199799-3	378,9	115,2	0,30
chr3	121725755	121726080	ILDR1:NM_001199799-2	487,2	45,3	0,09
chr3	121740790	121741209	ILDR1:NM_001199799-1	347,7	140,4	0,40
chr3	129247411	129248007	RHO:NM_000539-1	449,2	143,7	0,32
chr3	129249646	129249955	RHO:NM_000539-2	477,3	61,1	0,13
chr3	129251011	129251682	RHO:NM_000539-3;RHO:NM_000539-4	507,4	87,2	0,17
chr3	129252376	129252688	RHO:NM_000539-5,1	469,5	48,6	0,10
chr3	129252701	129252906	RHO:NM_000539-5,2	464,0	26,3	0,06
chr3	129252921	129253136	RHO:NM_000539-5,3	532,1	33,1	0,06
chr3	129253156	129253334	RHO:NM_000539-5,4	512,2	40,6	0,08
chr3	129253336	129254244	RHO:NM_000539-5,5	533,5	75,9	0,14
chr3	150643869	150644263	CLRN1:NM_052995-4,1	543,8	56,7	0,10
chr3	150644269	150645054	CLRN1:NM_052995-4,2;CLRN1:NM_001195794-4	551,6	53,9	0,10
chr3	150645229	150645399	CLRN1:NM_001195794-4,1	406,6	37,6	0,09
chr3	150645459	150646047	CLRN1:NM_001195794-4,2	535,3	64,4	0,12
chr3	150658194	150658363	CLRN1:NM_001195794-3	479,6	31,1	0,06
chr3	150659294	150659603	CLRN1:NM_052995-2	553,7	60,0	0,11
chr3	150661544	150662104	CLRN1:NM_052995-1	471,7	121,8	0,26
chr3	150663234	150663556	CLRN1:NR_046380-2	557,8	74,9	0,13
chr3	150690169	150690866	CLRN1:NM_001195794-1	551,9	52,7	0,10
chr3	191046802	191047599	CCDC50:NM_178335-1	448,5	66,8	0,15
chr3	191074802	191075004	CCDC50:NM_178335-2	541,1	65,9	0,12
chr3	191075702	191075988	CCDC50:NM_178335-3	493,1	94,2	0,19
chr3	191078817	191079018	CCDC50:NM_178335-4	514,8	65,6	0,13
chr3	191087637	191087737	CCDC50:NM_178335-5,1	505,9	33,1	0,07
chr3	191087752	191087892	CCDC50:NM_178335-5,2	598,5	36,2	0,06
chr3	191092777	191093440	CCDC50:NM_178335-6	565,8	59,6	0,11
chr3	191097867	191097932	CCDC50:NM_178335-7,1	326,9	36,9	0,11
chr3	191097942	191098142	CCDC50:NM_178335-7,2	507,8	59,9	0,12
chr3	191098392	191098710	CCDC50:NM_178335-8;CCDC50:NM_178335-9	569,6	73,1	0,13
chr3	191100507	191100672	CCDC50:NM_178335-10	497,7	70,5	0,14
chr3	191107202	191107448	CCDC50:NM_178335-11	490,3	30,8	0,06
chr3	191109447	191110043	CCDC50:NM_178335-12,1	573,9	28,3	0,05
chr3	191110047	191110528	CCDC50:NM_178335-12,2	554,8	57,5	0,10
chr3	191110812	191111025	CCDC50:NM_178335-12,3	570,4	19,1	0,03
chr3	191111047	191111724	CCDC50:NM_178335-12,4	561,3	32,5	0,06
chr3	191111727	191111992	CCDC50:NM_178335-12,5	590,4	37,7	0,06
chr3	191112032	191112270	CCDC50:NM_178335-12,6	563,4	36,9	0,07
chr3	191112272	191113690	CCDC50:NM_178335-12,7	585,6	52,0	0,09
chr3	191113692	191114670	CCDC50:NM_178335-12,8	584,0	47,5	0,08
chr3	191114737	191116242	CCDC50:NM_178335-12,9	562,9	43,3	0,08
chr3	191116302	191116543	CCDC50:NM_178335-12,10	540,2	65,2	0,12
chr4	619280	619965	PDE6B:NM_000283-1	475,5	58,6	0,12
chr4	628385	628710	PDE6B:NM_000283-2	448,2	111,6	0,25
chr4	629590	629839	PDE6B:NM_000283-3	451,3	82,0	0,18
chr4	646890	647174	PDE6B:NM_001145292-1	365,1	70,8	0,19
chr4	647570	648027	PDE6B:NM_000283-4;PDE6B:NM_000283-5	462,6	78,7	0,17
chr4	648550	648749	PDE6B:NM_000283-6	393,6	44,2	0,11
chr4	649645	649863	PDE6B:NM_000283-7	397,0	82,7	0,21
chr4	649950	650164	PDE6B:NM_000283-8	551,1	53,5	0,10
chr4	650580	650894	PDE6B:NM_000283-9	450,9	112,5	0,25
chr4	651065	651342	PDE6B:NM_000283-10	362,0	111,1	0,31
chr4	652670	652871	PDE6B:NM_000283-11	495,0	91,4	0,18
chr4	654185	654470	PDE6B:NM_000283-12	488,9	100,1	0,20
chr4	655840	656097	PDE6B:NM_000283-13	520,6	107,2	0,21
chr4	656220	656475	PDE6B:NM_000283-14	487,1	81,9	0,17
chr4	656815	657056	PDE6B:NM_000283-15	538,7	92,5	0,17
chr4	657485	657716	PDE6B:NM_000283-16	366,9	70,6	0,19
chr4	657820	658072	PDE6B:NM_000283-17	432,0	84,7	0,20
chr4	658595	658801	PDE6B:NM_000283-18	458,3	77,7	0,17
chr4	658960	659176	PDE6B:NM_000283-19	374,9	88,0	0,23
chr4	660245	660353	PDE6B:NM_000283-20,1	415,7	60,2	0,14
chr4	660365	660472	PDE6B:NM_000283-20,2	400,2	64,0	0,16
chr4	661565	661747	PDE6B:NM_000283-21,1	500,4	36,9	0,07
chr4	661770	661880	PDE6B:NM_000283-21,2	334,4	43,1	0,13
chr4	663750	664033	PDE6B:NM_000283-22,1	499,6	89,3	0,18
chr4	664320	664777	PDE6B:NM_000283-22,2	625,9	87,6	0,14
chr4	6271496	6271822	WFS1:NM_006005-1	277,2	104,9	0,38
chr4	6279096	6279481	WFS1:NM_006005-2	422,7	80,0	0,19
chr4	6288746	6288990	WFS1:NM_006005-3	474,2	95,7	0,20
chr4	6290636	6290931	WFS1:NM_006005-4	386,9	74,7	0,19
chr4	6292851	6293169	WFS1:NM_006005-5	538,2	58,9	0,11
chr4	6293561	6293816	WFS1:NM_006005-6	373,7	54,7	0,15
chr4	6296696	6297006	WFS1:NM_006005-7	507,4	93,0	0,18
chr4	6302306	6304546	WFS1:NM_006005-8,1	506,3	56,8	0,11
chr4	6304556	6305077	WFS1:NM_006005-8,2	540,2	73,4	0,14
chr4	15969771	15970747	PROM1:NM_006017-27,1	586,4	33,2	0,06
chr4	15970761	15971075	PROM1:NM_006017-27,2	558,9	58,1	0,10
chr4	15972586	15972708	PROM1:NM_006017-26,1	481,2	52,8	0,11
chr4	15972716	15972788	PROM1:NM_006017-26,2	370,2	48,5	0,13
chr4	15980941	15981157	PROM1:NM_006017-25	575,5	55,0	0,10
chr4	15981421	15981555	PROM1:NM_006017-24	430,2	45,4	0,11
chr4	15981971	15982167	PROM1:NM_006017-23,1	517,4	48,3	0,09
chr4	15982171	15982235	PROM1:NM_006017-23,2	390,8	75,5	0,19
chr4	15985836	15986051	PROM1:NM_006017-22	499,2	67,3	0,13
chr4	15987306	15987746	PROM1:NM_006017-20;PROM1:NM_006017-21	501,4	70,0	0,14
chr4	15989201	15989430	PROM1:NM_006017-19	473,8	39,6	0,08
chr4	15989786	15989965	PROM1:NM_006017,2-PE18	512,8	61,0	0,12
chr4	15991276	15991446	PROM1:NM_006017-18,1	511,0	26,7	0,05
chr4	15991451	15991522	PROM1:NM_006017-18,2	493,3	37,7	0,08
chr4	15992766	15992984	PROM1:NM_006017-17	524,1	42,4	0,08
chr4	15993796	15994071	PROM1:NM_006017-16	519,8	65,8	0,13
chr4	15995551	15995771	PROM1:NM_006017-15	494,9	85,1	0,17
chr4	15999926	16000171	PROM1:NM_006017-14	524,4	59,2	0,11
chr4	16002036	16002328	PROM1:NM_006017-13	546,2	67,9	0,12
chr4	16008081	16008405	PROM1:NM_006017-12	502,6	45,9	0,09
chr4	16010501	16010816	PROM1:NM_006017-11	559,0	58,9	0,11
chr4	16014826	16014968	PROM1:NM_006017-10,1	534,8	34,4	0,06
chr4	16014976	16015050	PROM1:NM_006017-10,2	395,6	37,0	0,09
chr4	16017706	16017914	PROM1:NM_006017-9	464,5	66,9	0,14
chr4	16019861	16020251	PROM1:NM_006017-8	464,5	92,4	0,20
chr4	16024866	16025125	PROM1:NM_006017-7	473,1	43,3	0,09
chr4	16025876	16026049	PROM1:NM_006017-6	561,7	69,7	0,12
chr4	16026731	16027021	PROM1:NM_006017-5	514,6	84,1	0,16
chr4	16034856	16035204	PROM1:NM_006017-4	475,0	98,2	0,21
chr4	16037281	16037467	PROM1:NM_006017-3	486,4	71,9	0,15
chr4	16040491	16040707	PROM1:NM_006017-2	424,8	64,5	0,15
chr4	16077236	16077836	PROM1:NM_006017-1	517,6	78,5	0,15
chr4	16085206	16085737	PROM1:NM_001145847-1;PROM1:NM_001145848-1	429,1	59,1	0,14
chr4	42895200	42895736	GRXCR1:NM_001080476-1	547,6	48,5	0,09
chr4	42964835	42965222	GRXCR1:NM_001080476-2	562,0	68,5	0,12
chr4	43022295	43022503	GRXCR1:NM_001080476-3	566,6	99,4	0,18
chr4	43032300	43032614	GRXCR1:NM_001080476-4,1	573,0	56,7	0,10
chr4	43032630	43032766	GRXCR1:NM_001080476-4,2	452,9	71,3	0,16
chr4	47937915	47938020	CNGA1:NM_000087-11,1	554,8	49,3	0,09
chr4	47938035	47939925	CNGA1:NM_000087-11,2	586,3	34,9	0,06
chr4	47942700	47942959	CNGA1:NM_000087-10	525,9	59,7	0,11
chr4	47944045	47944250	CNGA1:NM_000087-9	501,0	74,9	0,15
chr4	47945125	47945221	CNGA1:NM_000087-8	527,9	29,3	0,06
chr4	47945255	47945394	CNGA1:NM_000087-7;CNGA1:NM_000087-8	524,1	18,1	0,03
chr4	47945415	47945486	CNGA1:NM_000087-7	342,5	56,4	0,16
chr4	47951770	47951985	CNGA1:NM_000087-6	523,4	72,3	0,14
chr4	47953295	47953570	CNGA1:NM_000087-5	519,3	77,7	0,15
chr4	47954525	47954765	CNGA1:NM_000087-4	544,1	95,1	0,17
chr4	47972830	47972896	CNGA1:NM_001142564-2	352,7	30,1	0,09
chr4	47983335	47983668	CNGA1:NM_000087-3;CNGA1:NM_001142564-1	496,9	45,1	0,09
chr4	48012815	48012897	CNGA1:NM_000087-2	34,6	3,3	0,10
chr4	48014825	48014959	CNGA1:NM_000087-1,1	226,8	74,6	0,33
chr4	48014975	48015040	CNGA1:NM_000087-1,2	360,8	15,9	0,04
chr4	88529600	88529856	DSPP:NM_014208-1	525,0	56,6	0,11
chr4	88531950	88532193	DSPP:NM_014208-2	391,9	86,8	0,22
chr4	88533185	88534553	DSPP:NM_014208-3;DSPP:NM_014208-4	557,5	47,9	0,09
chr4	88534865	88535556	DSPP:NM_014208-5,1	523,7	76,1	0,15
chr4	88535560	88535829	DSPP:NM_014208-5,2	276,4	25,5	0,09
chr4	88535840	88536030	DSPP:NM_014208-5,3	189,2	12,4	0,07
chr4	88536115	88536438	DSPP:NM_014208-5,4	239,1	52,0	0,22
chr4	88536445	88536626	DSPP:NM_014208-5,5	183,6	18,1	0,10
chr4	88536695	88536795	DSPP:NM_014208-5,6	138,9	7,1	0,05
chr4	88537275	88537455	DSPP:NM_014208-5,7	205,6	16,6	0,08
chr4	88537545	88538120	DSPP:NM_014208-5,8	517,6	76,6	0,15
chr4	155661916	155662139	LRAT:NM_001301645-1	462,4	64,5	0,14
chr4	155665051	155666100	LRAT:NM_004744-1;LRAT:NM_004744-2	483,8	83,2	0,17
chr4	155670051	155672612	LRAT:NM_004744-3,1	557,0	42,2	0,08
chr4	155672921	155673725	LRAT:NM_004744-3,2	579,7	71,1	0,12
chr4	155673736	155674318	LRAT:NM_004744-3,3	539,2	63,0	0,12
chr5	68710858	68711061	MARVELD2:NM_001038603-1	182,9	27,1	0,15
chr5	68715123	68716383	MARVELD2:NM_001038603-2	522,5	47,8	0,09
chr5	68720368	68720545	MARVELD2:NM_001038603-3	536,1	64,1	0,12
chr5	68728278	68728566	MARVELD2:NM_001038603-4	567,4	82,8	0,15
chr5	68728673	68728988	MARVELD2:NM_001038603-5	471,9	93,8	0,20
chr5	68736193	68736407	MARVELD2:NM_001038603-6	537,6	64,8	0,12
chr5	68737278	68737499	MARVELD2:NM_001038603-7,1	467,3	54,7	0,12
chr5	68737748	68737954	MARVELD2:NM_001038603-7,2	543,9	78,3	0,14
chr5	89854545	89854830	GPR98:NM_032119-1	303,0	109,4	0,36
chr5	89910570	89910643	GPR98:NM_032119-2,1	290,6	45,8	0,16
chr5	89910645	89910913	GPR98:NM_032119-2,2	526,9	81,4	0,15
chr5	89913545	89913851	GPR98:NM_032119-3	551,3	107,5	0,19
chr5	89914875	89915048	GPR98:NM_032119-4	464,0	75,2	0,16
chr5	89918335	89918541	GPR98:NM_032119-5	491,1	74,7	0,15
chr5	89920865	89921151	GPR98:NM_032119-6	532,3	64,1	0,12
chr5	89922945	89923671	GPR98:NM_032119-7	533,3	107,8	0,20
chr5	89924295	89924718	GPR98:NM_032119-8	539,0	54,5	0,10
chr5	89924945	89925434	GPR98:NM_032119-9	545,4	64,3	0,12
chr5	89930875	89931192	GPR98:NM_032119-10	497,5	82,4	0,17
chr5	89933460	89933815	GPR98:NM_032119-11	550,9	78,7	0,14
chr5	89938375	89938913	GPR98:NM_032119-12;GPR98:NM_032119-13	558,2	52,1	0,09
chr5	89939545	89939855	GPR98:NM_032119-14	491,6	68,6	0,14
chr5	89940450	89940766	GPR98:NM_032119-15	552,0	72,3	0,13
chr5	89941710	89941950	GPR98:NM_032119-16	494,2	80,3	0,16
chr5	89943230	89943671	GPR98:NM_032119-17	515,4	77,4	0,15
chr5	89947345	89947621	GPR98:NM_032119-18	515,8	63,1	0,12
chr5	89948080	89948466	GPR98:NM_032119-19	520,4	69,9	0,13
chr5	89948955	89949825	GPR98:NM_032119-20	559,5	53,8	0,10
chr5	89953640	89954164	GPR98:NM_032119-21	545,2	43,0	0,08
chr5	89968290	89968593	GPR98:NM_032119-22	534,2	73,7	0,14
chr5	89969790	89970108	GPR98:NM_032119-23	532,2	50,9	0,10
chr5	89970980	89971327	GPR98:NM_032119-24	540,3	77,7	0,14
chr5	89971825	89972098	GPR98:NM_032119-25	527,1	55,0	0,10
chr5	89975295	89975526	GPR98:NM_032119-26	474,7	46,4	0,10
chr5	89977100	89977345	GPR98:NM_032119-27	564,8	96,2	0,17
chr5	89979320	89980022	GPR98:NM_032119-28	545,5	84,5	0,15
chr5	89981515	89981880	GPR98:NM_032119-29	542,5	64,9	0,12
chr5	89985595	89985962	GPR98:NM_032119-30	538,9	66,3	0,12
chr5	89986540	89986936	GPR98:NM_032119-31	524,0	50,6	0,10
chr5	89988350	89988663	GPR98:NM_032119-32	540,9	71,0	0,13
chr5	89989625	89990575	GPR98:NM_032119-33	562,2	30,8	0,05
chr5	89992675	89993026	GPR98:NM_032119-34	543,6	49,1	0,09
chr5	89999400	89999695	GPR98:NM_032119-35	532,0	55,8	0,10
chr5	90000130	90000315	GPR98:NM_032119-36	464,8	55,9	0,12
chr5	90001140	90001465	GPR98:NM_032119-37	541,6	46,0	0,08
chr5	90001975	90002216	GPR98:NM_032119-38	516,7	90,0	0,17
chr5	90004560	90004816	GPR98:NM_032119-39	479,2	68,2	0,14
chr5	90006740	90006943	GPR98:NM_032119-40	523,6	87,2	0,17
chr5	90006975	90007224	GPR98:NM_032119-41	466,4	47,5	0,10
chr5	90008030	90008305	GPR98:NM_032119-42	516,0	71,3	0,14
chr5	90012200	90012628	GPR98:NM_032119-43	516,7	56,7	0,11
chr5	90015780	90016097	GPR98:NM_032119-44	533,7	66,7	0,12
chr5	90016680	90016950	GPR98:NM_032119-45	467,0	81,9	0,18
chr5	90020565	90021094	GPR98:NM_032119-46;GPR98:NM_032119-47	543,5	54,1	0,10
chr5	90021290	90021501	GPR98:NM_032119-48	532,9	59,4	0,11
chr5	90024415	90024840	GPR98:NM_032119-49	498,2	77,7	0,16
chr5	90025385	90025659	GPR98:NM_032119-50	507,0	71,4	0,14
chr5	90040780	90041171	GPR98:NM_032119-51	497,8	63,3	0,13
chr5	90041335	90041683	GPR98:NM_032119-52	488,4	57,4	0,12
chr5	90046285	90046576	GPR98:NM_032119-53	533,7	68,2	0,13
chr5	90049320	90049730	GPR98:NM_032119-54	472,4	81,7	0,17
chr5	90050720	90050939	GPR98:NM_032119-55,1	480,9	39,2	0,08
chr5	90050945	90051080	GPR98:NM_032119-55,2	504,5	27,3	0,05
chr5	90052230	90052510	GPR98:NM_032119-56	529,9	63,4	0,12
chr5	90052715	90053046	GPR98:NM_032119-57	504,2	63,3	0,13
chr5	90055215	90055488	GPR98:NM_032119-58	509,9	66,6	0,13
chr5	90059095	90059335	GPR98:NM_032119-59	547,7	65,0	0,12
chr5	90069930	90070161	GPR98:NM_032119-60	483,7	64,8	0,13
chr5	90072190	90072473	GPR98:NM_032119-61	516,1	78,2	0,15
chr5	90073650	90073932	GPR98:NM_032119-62	474,1	73,5	0,16
chr5	90074165	90074270	GPR98:NM_032119-63,1	442,0	64,4	0,15
chr5	90074300	90074471	GPR98:NM_032119-63,2	519,8	57,1	0,11
chr5	90074600	90074945	GPR98:NM_032119-64	461,8	40,6	0,09
chr5	90077220	90077454	GPR98:NM_032119-65	494,8	35,0	0,07
chr5	90078870	90079228	GPR98:NM_032119-66	522,4	46,7	0,09
chr5	90079580	90079958	GPR98:NM_032119-67	533,3	51,0	0,10
chr5	90083805	90084188	GPR98:NM_032119-68	560,4	60,8	0,11
chr5	90085435	90085750	GPR98:NM_032119-69	549,3	62,5	0,11
chr5	90086605	90086674	GPR98:NM_032119-70,1	425,9	26,4	0,06
chr5	90086680	90087235	GPR98:NM_032119-70,2	532,5	30,1	0,06
chr5	90098485	90098765	GPR98:NM_032119-71	494,4	59,1	0,12
chr5	90101040	90101367	GPR98:NM_032119-72	517,4	73,4	0,14
chr5	90103335	90103620	GPR98:NM_032119-73	589,0	64,2	0,11
chr5	90106020	90107241	GPR98:NM_032119-74	562,5	58,2	0,10
chr5	90111355	90111539	GPR98:NM_032119-75,1	511,4	61,8	0,12
chr5	90111565	90111641	GPR98:NM_032119-75,2	488,4	51,5	0,11
chr5	90119170	90119476	GPR98:NM_032119-76	515,5	81,6	0,16
chr5	90124735	90125091	GPR98:NM_032119-77	493,7	87,2	0,18
chr5	90136315	90136873	GPR98:NM_032119-78	526,6	51,8	0,10
chr5	90144410	90144726	GPR98:NM_032119-79	519,4	95,8	0,18
chr5	90149030	90149418	GPR98:NM_032119-80	517,8	70,5	0,14
chr5	90149795	90150028	GPR98:NM_032119-81,1	530,6	45,8	0,09
chr5	90150030	90150097	GPR98:NM_032119-81,2	463,0	27,5	0,06
chr5	90151485	90151791	GPR98:NM_032119-82	535,7	55,0	0,10
chr5	90159500	90159740	GPR98:NM_032119-83	568,7	67,7	0,12
chr5	90261175	90261421	GPR98:NM_032119-84	518,8	90,7	0,17
chr5	90281080	90281403	GPR98:NM_032119-85	547,1	50,4	0,09
chr5	90368185	90368493	GPR98:NM_032119-86	584,0	59,5	0,10
chr5	90398025	90398228	GPR98:NM_032119-87	541,8	88,1	0,16
chr5	90445835	90446043	GPR98:NM_032119-88	420,0	52,3	0,12
chr5	90448955	90449276	GPR98:NM_032119-89	488,3	57,5	0,12
chr5	90459515	90460127	GPR98:NM_032119-90	535,5	55,7	0,10
chr5	140053408	140053983	HARS:NM_002109-13	554,9	78,2	0,14
chr5	140054183	140054478	HARS:NM_002109-12	507,9	55,9	0,11
chr5	140054518	140054806	HARS:NM_002109-11	512,2	28,5	0,06
chr5	140056168	140056783	HARS:NM_002109-9;HARS:NM_002109-10	576,6	76,1	0,13
chr5	140056828	140057079	HARS:NM_002109-8	554,8	24,7	0,04
chr5	140057163	140057410	HARS:NM_002109-7	540,6	11,7	0,02
chr5	140057413	140057659	HARS:NM_002109-6	508,0	49,5	0,10
chr5	140058508	140058794	HARS:NM_002109-5	565,4	69,2	0,12
chr5	140059293	140059529	HARS:NM_002109-4	553,1	70,5	0,13
chr5	140062603	140062890	HARS:NM_002109-3	549,8	67,3	0,12
chr5	140070363	140070619	HARS:NM_002109-2	517,0	58,6	0,11
chr5	140070723	140071396	HARS:NM_002109-1	480,1	45,6	0,09
chr5	140894513	140894691	DIAPH1:NM_005219-28,1	510,1	47,6	0,09
chr5	140894713	140895475	DIAPH1:NM_005219-28,2	584,0	37,6	0,06
chr5	140895493	140896654	DIAPH1:NM_005219-28,3	554,8	27,8	0,05
chr5	140898438	140898518	DIAPH1:NM_001314007-28,1	396,3	52,6	0,13
chr5	140898533	140898646	DIAPH1:NM_001314007-28,2	479,8	37,9	0,08
chr5	140903628	140903893	DIAPH1:NM_005219-27	459,4	54,8	0,12
chr5	140905533	140906110	DIAPH1:NM_005219-25;DIAPH1:NM_005219-26	537,6	40,7	0,08
chr5	140907058	140907271	DIAPH1:NM_005219-24	384,6	102,2	0,27
chr5	140907938	140908585	DIAPH1:NM_005219-22;DIAPH1:NM_005219-23	585,5	47,5	0,08
chr5	140908668	140908916	DIAPH1:NM_005219-21	536,8	46,6	0,09
chr5	140909093	140909349	DIAPH1:NM_005219-20	466,9	58,6	0,13
chr5	140913818	140914088	DIAPH1:NM_005219-19	517,6	53,9	0,10
chr5	140950923	140951091	DIAPH:NoRefSeq	472,7	61,0	0,13
chr5	140951413	140951687	DIAPH1:NM_005219-17	520,2	35,0	0,07
chr5	140953018	140953569	DIAPH1:NM_005219-16,1	209,6	125,7	0,60
chr5	140953588	140953858	DIAPH1:NM_005219-16,2	452,4	86,8	0,19
chr5	140954453	140954780	DIAPH1:NM_005219-15	504,3	55,0	0,11
chr5	140955718	140955934	DIAPH1:NM_005219-14	518,8	80,5	0,16
chr5	140956238	140956522	DIAPH1:NM_005219-13	536,6	72,8	0,14
chr5	140956968	140957245	DIAPH1:NM_005219-12	568,7	70,5	0,12
chr5	140957708	140957988	DIAPH1:NM_005219-11	583,5	51,5	0,09
chr5	140957998	140958253	DIAPH1:NM_005219-10	526,6	47,3	0,09
chr5	140958573	140958830	DIAPH1:NM_005219-9	538,7	51,6	0,10
chr5	140960228	140960508	DIAPH1:NM_005219-8	469,9	76,8	0,16
chr5	140961798	140962010	DIAPH1:NM_005219-7	545,4	56,4	0,10
chr5	140962688	140962946	DIAPH1:NM_005219-6	505,0	50,0	0,10
chr5	140962978	140963255	DIAPH1:NM_005219-5	572,2	39,7	0,07
chr5	140963613	140963798	DIAPH1:NM_005219-4	521,1	65,0	0,12
chr5	140966538	140966850	DIAPH1:NM_005219-3	559,0	59,8	0,11
chr5	140967718	140967881	DIAPH1:NM_005219-2	476,3	51,5	0,11
